Asset_ID,Cust_ID,Asset_Name,Asset_Category,Asset_Purchasedate,Asset_Solddate,Asset_Purchaseprice,Asset_Soldprice,
CU-0197,23-0826999,IDR,Currency,26/09/2021,,56794.78,,7
CU-0387,72-0327677,EUR,Currency,5/12/2021,5/12/2021,67866.6,67866.6,7
CU-0115,54-1629397,PKR,Currency,12/03/2022,12/03/2022,76398,166544.69,7
CU-0452,68-1513582,USD,Currency,2/08/2020,18/07/2022,90522.58,161880.98,7
CU-0576,97-2520074,IDR,Currency,12/04/2022,16/01/2023,3238.61,159174.57,7
CU-0824,32-0035285,LAK,Currency,1/11/2020,,45047.92,,7
CU-0973,60-6835053,CZK,Currency,23/06/2022,,12777.74,,7
CU-0551,07-7434256,PLN,Currency,1/08/2019,,82383.01,,7
CU-0772,44-3240406,CNY,Currency,10/01/2023,10/01/2023,95023.74,84345.53,7
CU-0887,56-1248369,BRL,Currency,15/12/2022,,41196.82,,7
CU-0399,87-1610912,EUR,Currency,9/04/2019,10/04/2022,10985.69,10985.69,7
CU-0117,48-6721300,CNY,Currency,20/10/2020,20/10/2020,14931.13,14931.13,7
CU-0803,98-3530323,RUB,Currency,16/01/2021,24/08/2021,73069.34,114831.93,7
CU-0973,68-5934785,MMK,Currency,24/11/2022,,74785.55,,7
CU-0450,44-6671586,XOF,Currency,21/05/2022,21/05/2022,77783.13,161467.66,7
CU-0177,87-5569247,CNY,Currency,14/05/2022,6/12/2022,82573.75,120360.88,7
CU-0627,77-2485596,KMF,Currency,24/08/2019,17/04/2023,90838.12,83678.38,7
CU-0920,25-3482969,PLN,Currency,2/12/2020,2/12/2020,86070.35,119484.29,7
CU-0645,86-5719460,EUR,Currency,25/03/2022,25/03/2022,26230.44,142176.13,7
CU-0143,85-5186549,ILS,Currency,24/07/2020,24/07/2020,14165.61,14165.61,7
CU-0282,51-8141197,CNY,Currency,1/03/2020,29/10/2020,44177.24,183696.62,7
CU-0736,87-3639460,EUR,Currency,30/03/2022,30/03/2022,33745.91,114224.7,7
CU-0650,37-7217791,BYR,Currency,9/01/2022,9/01/2022,87544.35,139789.89,7
CU-0589,42-2806636,CNY,Currency,4/08/2019,1/04/2020,1678.71,1678.71,7
CU-0523,89-4952718,PHP,Currency,19/08/2020,,14256.03,,7
CU-0663,17-2385957,CNY,Currency,10/04/2019,,92349.36,,7
CU-0132,12-8351332,BRL,Currency,31/12/2020,31/12/2020,62073.89,37388.79,7
CU-0230,46-7572760,EUR,Currency,9/09/2020,28/01/2023,8329.92,113626.89,7
CU-0554,72-8772844,PHP,Currency,7/04/2021,,94191.02,,7
CU-0854,69-7459812,CNY,Currency,10/09/2020,,80620.52,,7
CU-0457,40-2591861,AZN,Currency,26/04/2020,26/04/2020,97590.06,173743.61,7
CU-0916,08-6985976,PHP,Currency,13/08/2019,31/05/2022,40400.18,40400.18,7
CU-0422,22-3437762,EUR,Currency,20/10/2022,,29050.92,,7
CU-0341,15-2438122,CZK,Currency,18/12/2021,5/02/2022,30864.83,101724.82,7
CU-0910,81-5496485,CNY,Currency,10/01/2022,,9432.08,,7
CU-0497,15-1356534,PEN,Currency,15/05/2021,,1924.95,,7
CU-0574,00-6304904,THB,Currency,6/11/2022,29/01/2023,49045.42,49045.42,7
CU-0573,16-7944667,SDG,Currency,21/02/2022,21/02/2022,38424.15,38424.15,7
CU-0328,47-0587816,RUB,Currency,2/01/2019,,2623.84,,7
CU-0763,36-6531670,CUP,Currency,2/01/2022,,20611.18,,7
CU-0610,58-0923156,CNY,Currency,25/07/2020,25/07/2020,93132.45,22882.09,7
CU-0424,36-2896526,KES,Currency,5/11/2018,,30597.94,,7
CU-0850,60-9772573,CNY,Currency,6/05/2022,,88602.63,,7
CU-0530,89-2227138,IDR,Currency,15/12/2021,,9412.61,,7
CU-0559,67-1095407,JPY,Currency,20/03/2020,2/04/2023,35276.07,167994.58,7
CU-0621,19-9342335,RUB,Currency,4/06/2022,4/08/2022,69601.16,183686.07,7
CU-0367,06-6027118,CNY,Currency,3/09/2020,4/04/2021,5453.48,115465.4,7
CU-0946,21-6298612,NGN,Currency,12/01/2020,,16728.23,,7
CU-0342,10-3058536,HNL,Currency,29/10/2021,29/10/2021,95830.05,149809.5,7
CU-0500,33-8454540,EUR,Currency,14/01/2022,,23551.82,,7
CU-0259,15-1356534,EUR,Currency,22/06/2019,28/07/2022,42299.44,158253.58,7
CU-0425,53-6343451,CNY,Currency,26/06/2020,26/06/2020,63498.51,134850.94,7
CU-0131,28-0931034,EUR,Currency,18/05/2021,,65443.44,,7
CU-0168,47-6057178,RUB,Currency,4/07/2021,,96452.66,,7
CU-0142,73-8117840,COP,Currency,6/04/2021,,87414.99,,7
CU-0472,39-9229733,RUB,Currency,10/01/2021,8/05/2022,50760.4,162498.3,7
CU-0519,14-1489272,COP,Currency,26/11/2022,26/11/2022,11943.97,11943.97,7
CU-0684,88-5737707,TJS,Currency,19/12/2019,,3973.41,,7
CU-0649,73-2200585,CNY,Currency,24/09/2019,24/09/2019,3932.32,167606.91,7
CU-0691,92-0263816,PLN,Currency,24/11/2022,24/11/2022,5163.11,5163.11,7
CU-0409,53-7353669,CNY,Currency,28/04/2021,,84368.52,,7
CU-0843,50-2994979,VND,Currency,13/07/2019,2/07/2021,10051.74,10051.74,7
CU-0703,51-8269283,IDR,Currency,11/10/2021,,50758.15,,7
CU-0623,96-5838336,MGA,Currency,13/12/2021,,46393.38,,7
CU-0622,06-5305831,CNY,Currency,21/06/2020,,14088.33,,7
CU-0356,22-2773990,CNY,Currency,6/03/2022,,11424.93,,7
CU-0168,26-3232704,UAH,Currency,17/11/2020,29/11/2022,62917,62917,7
CU-0226,20-7449985,RUB,Currency,24/07/2020,,7659.82,,7
CU-0599,65-2934907,XPF,Currency,12/04/2020,1/04/2021,68641.74,114886.44,7
BO-1271,20-4227035,Municipal,Bond,10/05/2019,,79123.28,,7
BO-1195,91-6459361,Government,Bond,30/05/2022,,92249.98,,7
BO-1241,91-5009095,Corporate,Bond,25/11/2020,,90467.6,,7
BO-1919,83-2162395,Government,Bond,11/10/2018,,84987.83,,7
BO-1369,77-6711793,Corporate,Bond,13/02/2022,,63805.93,,7
BO-1936,23-2928675,Municipal,Bond,18/01/2021,,91965.2,,7
BO-1091,65-1630150,Security,Bond,25/09/2022,,8238.86,,7
BO-1495,12-8970153,Inflation-Indexed,Bond,27/11/2019,27/11/2019,51417.81,100227.4,7
BO-1269,50-0358189,Security,Bond,31/10/2019,31/10/2019,84922.14,75162.68,7
BO-1312,32-6608881,Municipal,Bond,25/01/2022,25/01/2022,82847.26,152319.93,7
BO-1547,58-4262594,Government,Bond,9/12/2018,,20809.35,,7
BO-1825,73-4314331,Corporate,Bond,12/09/2019,,9664.73,,7
BO-1149,72-0327677,Municipal,Bond,23/03/2021,,19250.59,,7
BO-1640,11-5717535,Inflation-Indexed,Bond,7/09/2022,7/09/2022,97244.19,146194.34,7
BO-1897,62-3257911,Municipal,Bond,6/06/2022,,20927.12,,7
BO-1469,87-1610912,Corporate,Bond,5/12/2020,,8690.49,,7
BO-1626,29-7176447,Savings,Bond,9/04/2022,,12228.05,,7
BO-1459,95-8196743,Corporate,Bond,8/09/2020,,89603.36,,7
BO-1950,12-5764493,Government,Bond,4/12/2019,26/06/2022,6318.98,22214.73,7
BO-1032,25-0762496,Savings,Bond,29/12/2021,,52288.22,,7
BO-1659,45-5892735,Inflation-Indexed,Bond,2/03/2021,,45159.71,,7
BO-1299,75-6438567,Corporate,Bond,13/05/2022,13/05/2022,62350.68,112667.26,7
BO-1845,59-4818385,Municipal,Bond,11/08/2020,,30400.03,,7
BO-1939,59-0650167,Savings,Bond,17/02/2019,,1939.5,,7
BO-1400,58-4262594,Savings,Bond,6/01/2020,,91845.27,,7
BO-1159,67-4275772,Municipal,Bond,1/09/2020,,93631.51,,7
BO-1466,76-3056778,Security,Bond,11/07/2019,9/01/2022,10256.19,10256.19,7
BO-1978,46-4530566,Security,Bond,21/07/2019,,44406.75,,7
BO-1633,36-6531670,Corporate,Bond,7/07/2020,,52560.51,,7
BO-1689,36-2383711,Government,Bond,21/12/2019,,75552.54,,7
BO-1638,01-6560195,Municipal,Bond,21/11/2018,6/04/2021,22921.11,22921.11,7
BO-1071,39-1544272,Security,Bond,30/12/2019,,7309.99,,7
BO-1876,56-1616710,Corporate,Bond,7/09/2020,9/06/2021,56125.54,56125.54,7
BO-1264,24-2843113,Savings,Bond,11/02/2019,17/12/2022,5199.42,191265.12,7
BO-1010,71-6632154,Security,Bond,16/12/2020,16/12/2020,39257.79,39257.79,7
BO-1762,85-0634024,Corporate,Bond,19/01/2021,,53396.13,,7
BO-1077,05-9978517,Security,Bond,25/02/2020,18/11/2022,77880.69,102164.74,7
BO-1395,67-0604126,Government,Bond,28/05/2019,22/02/2023,83380.49,122347.97,7
BO-1500,74-4788041,Municipal,Bond,5/03/2021,16/05/2021,70079.28,141821.74,7
BO-1571,30-6066858,Inflation-Indexed,Bond,25/03/2020,,54547.06,,7
BO-1803,49-0574969,Savings,Bond,21/09/2022,,82631.84,,7
BO-1595,94-5945362,Inflation-Indexed,Bond,1/12/2021,,46089.78,,7
BO-1013,64-7664694,Municipal,Bond,23/02/2020,,30976.14,,7
BO-1094,22-2793953,Savings,Bond,1/12/2022,,83894.23,,7
BO-1577,97-7625097,Inflation-Indexed,Bond,20/03/2019,,93095.59,,7
BO-1594,44-3435729,Security,Bond,8/02/2021,7/10/2021,50672.46,43833.16,7
BO-1489,30-5365850,Security,Bond,4/12/2019,4/12/2019,40045.73,40045.73,7
BO-1749,45-5848859,Inflation-Indexed,Bond,10/04/2020,3/02/2022,47804.89,168644.83,7
BO-1889,77-2973423,Corporate,Bond,10/04/2019,17/12/2020,35365.86,35365.86,7
BO-1258,36-9014476,Savings,Bond,26/11/2022,,56029.15,,7
BO-1866,87-1111036,Government,Bond,31/03/2022,31/03/2022,76105.66,139667.04,7
BO-1725,78-3943674,Government,Bond,15/01/2020,8/08/2021,27818.62,27818.62,7
BO-1545,13-9881469,Government,Bond,26/04/2021,26/04/2021,5102.94,5102.94,7
BO-1934,89-1412154,Inflation-Indexed,Bond,11/03/2021,,1688.47,,7
BO-1726,05-3154251,Corporate,Bond,3/12/2022,3/12/2022,43649.48,30863.54,7
BO-1798,53-3092690,Government,Bond,5/09/2021,5/09/2021,25678.75,154722.64,7
BO-1633,90-6121933,Corporate,Bond,3/09/2019,,50278.48,,7
BO-1596,72-4008929,Security,Bond,9/07/2020,18/09/2020,25653.08,101217.8,7
BO-1920,54-5849100,Inflation-Indexed,Bond,29/10/2021,13/06/2022,6114.75,6114.75,7
BO-1757,46-9366183,Inflation-Indexed,Bond,13/04/2020,,65595.8,,7
BO-1463,27-1479611,Inflation-Indexed,Bond,12/01/2019,12/01/2019,96318.19,124193.64,7
BO-1345,75-4035241,Corporate,Bond,10/12/2021,10/12/2021,77632.05,124879.94,7
BO-1553,98-8621329,Inflation-Indexed,Bond,14/11/2018,,44076.43,,7
BO-1479,12-5955062,Inflation-Indexed,Bond,19/12/2022,19/12/2022,25846.06,173944.45,7
BO-1724,94-4096480,Savings,Bond,9/09/2020,18/02/2021,16927.09,16927.09,7
BO-1177,60-3409336,Municipal,Bond,9/03/2019,12/12/2019,3633.94,125531.55,7
BO-1630,90-6121933,Security,Bond,21/01/2021,,65786.42,,7
BO-1469,23-2928675,Savings,Bond,7/01/2023,7/01/2023,23543.77,151663.23,7
BO-1032,99-1724313,Corporate,Bond,17/12/2018,5/04/2019,13395.12,13395.12,7
BO-1129,80-0855955,Government,Bond,22/09/2019,22/09/2019,50148.02,135912.37,7
BO-1066,44-3435729,Municipal,Bond,12/03/2021,,56337.41,,7
BO-1723,63-4003334,Corporate,Bond,30/05/2021,19/10/2022,12494.92,12494.92,7
BO-1529,56-5057834,Security,Bond,20/06/2022,2/12/2022,50825.59,50825.59,7
BO-1668,26-3379123,Security,Bond,15/09/2021,11/10/2022,21677.73,21677.73,7
BO-1915,94-7727639,Security,Bond,20/02/2022,30/05/2022,68460.01,143993.53,7
BO-1127,18-4831836,Inflation-Indexed,Bond,1/04/2019,,69587.56,,7
BO-1882,19-3691784,Security,Bond,19/06/2020,,60736.83,,7
BO-1329,25-5700640,Security,Bond,5/02/2021,,12228.92,,7
BO-1115,70-0644896,Security,Bond,1/07/2021,,70341.03,,7
BO-1911,26-1933119,Security,Bond,8/05/2020,,87874.61,,7
BO-1454,74-9395032,Corporate,Bond,1/05/2021,,96929.6,,7
BO-1629,60-9364427,Corporate,Bond,14/04/2022,14/04/2022,43127.49,43127.49,7
BO-1933,18-1529387,Inflation-Indexed,Bond,5/05/2022,,19584.12,,7
BO-1757,72-1441261,Corporate,Bond,20/07/2019,,88504.08,,7
BO-1249,81-6455424,Municipal,Bond,16/06/2019,21/06/2022,37069.47,21538.63,7
BO-1268,61-2958305,Security,Bond,8/02/2020,,21695.19,,7
BO-1821,97-1958027,Savings,Bond,20/10/2018,,13825.71,,7
BO-1530,78-9974203,Inflation-Indexed,Bond,9/01/2019,2/07/2021,60017.29,60017.29,7
BO-1264,23-3584170,Government,Bond,23/07/2021,11/04/2022,38506.49,38506.49,7
BO-1609,69-7459812,Corporate,Bond,23/03/2020,,37517.28,,7
BO-1405,69-8194807,Municipal,Bond,11/09/2022,11/09/2022,63320.45,144329.26,7
BO-1021,57-8727698,Security,Bond,5/12/2020,8/09/2021,27564.79,27564.79,7
BO-1689,06-6027118,Government,Bond,21/09/2021,,13061.74,,7
BO-1710,98-0827553,Inflation-Indexed,Bond,21/11/2020,10/04/2022,57611.34,146577.9,7
BO-1360,90-6187106,Government,Bond,15/11/2019,15/11/2019,4628.42,4628.42,7
BO-1170,17-2404034,Inflation-Indexed,Bond,21/09/2018,,41996.97,,7
BO-1254,06-0786675,Savings,Bond,6/01/2019,5/08/2019,96675.07,124132.57,7
BO-1160,00-4474072,Government,Bond,20/11/2018,,39143.44,,7
BO-1141,12-1007830,Municipal,Bond,4/07/2019,12/02/2023,86222.15,185281.44,7
BO-1566,73-3582060,Government,Bond,29/07/2019,6/08/2021,43422.34,43422.34,7
BO-1170,08-4366941,Municipal,Bond,6/01/2022,6/01/2022,66801.15,101157.44,7
BO-1436,10-1535873,Government,Bond,20/04/2020,,40006.08,,7
BO-1068,11-4778274,Inflation-Indexed,Bond,6/06/2019,,23052.43,,7
BO-1116,08-6985976,Municipal,Bond,27/09/2020,27/09/2020,65744.84,28541.63,7
BO-1169,34-4261285,Inflation-Indexed,Bond,15/12/2018,3/09/2021,66124.53,137095.38,7
BO-1142,23-7471035,Corporate,Bond,16/12/2020,,97859.02,,7
BO-1125,60-6835053,Government,Bond,22/12/2022,22/12/2022,99990.96,96643.33,7
BO-1333,50-8971918,Security,Bond,22/04/2021,,46715.41,,7
BO-1256,48-6384457,Corporate,Bond,19/09/2022,19/09/2022,14587.29,14587.29,7
BO-1436,11-1428079,Government,Bond,5/09/2021,5/09/2021,77782.47,155115.67,7
BO-1896,28-7376339,Municipal,Bond,8/08/2020,16/03/2022,34099.81,154474.27,7
BO-1817,05-4953402,Government,Bond,14/02/2020,3/10/2020,55095.39,55095.39,7
BO-1721,84-9377733,Government,Bond,4/04/2022,,82563.45,,7
BO-1193,45-4754969,Municipal,Bond,31/01/2020,27/10/2020,41044.51,41044.51,7
BO-1011,32-7495956,Inflation-Indexed,Bond,25/01/2021,,84939.6,,7
BO-1122,12-8351332,Corporate,Bond,14/11/2019,,99228.05,,7
BO-1358,56-8962174,Government,Bond,17/05/2021,17/05/2021,92797.25,144589.18,7
BO-1641,53-6822911,Government,Bond,20/05/2022,20/05/2022,35332.93,179768.73,7
BO-1214,36-6531670,Savings,Bond,16/05/2020,,89945.16,,7
BO-1493,96-7234942,Municipal,Bond,19/02/2019,8/05/2019,79852.99,49682.46,7
BO-1697,22-7347988,Government,Bond,19/04/2020,29/03/2022,30919.28,192031.65,7
BO-1986,10-1532491,Security,Bond,23/05/2022,23/05/2022,71496.62,24060.73,7
BO-1154,61-2050184,Savings,Bond,25/02/2019,24/06/2021,90971.48,122337.94,7
BO-1521,47-0592648,Savings,Bond,27/06/2019,,46151.94,,7
BO-1530,15-2438122,Government,Bond,3/06/2020,,23265.65,,7
BO-1959,71-6632154,Inflation-Indexed,Bond,30/09/2022,,45657.57,,7
BO-1809,02-5456901,Inflation-Indexed,Bond,17/04/2021,17/04/2021,72424.52,39275.16,7
BO-1142,06-7972878,Inflation-Indexed,Bond,26/11/2020,,50640.92,,7
BO-1776,62-5020977,Security,Bond,3/11/2021,3/11/2021,26224.07,155193.42,7
BO-1204,23-1335310,Savings,Bond,2/03/2021,21/04/2022,86518.67,28221.17,7
BO-1214,75-2426742,Inflation-Indexed,Bond,23/01/2021,25/06/2022,15165.68,130251.6,7
BO-1789,82-8407980,Municipal,Bond,15/04/2021,,86301.71,,7
BO-1212,54-9021321,Corporate,Bond,27/12/2018,16/10/2019,23503.58,23503.58,7
BO-1586,59-4818385,Inflation-Indexed,Bond,22/05/2020,,82066.01,,7
BO-1070,64-6210731,Municipal,Bond,4/04/2021,,27946.95,,7
BO-1270,49-5191719,Municipal,Bond,10/02/2022,10/02/2022,58825.09,29743.24,7
BO-1174,73-7855655,Inflation-Indexed,Bond,28/01/2023,28/01/2023,24254.47,156364.21,7
BO-1735,09-9873434,Government,Bond,4/12/2022,,83647.17,,7
BO-1562,56-2024154,Corporate,Bond,10/09/2022,,45654.54,,7
BO-1181,88-9062700,Corporate,Bond,18/06/2021,19/10/2022,73116.82,72012.39,7
BO-1388,55-4348132,Government,Bond,12/11/2021,,6832.32,,7
BO-1710,46-1966261,Government,Bond,8/06/2019,,31183.8,,7
BO-1273,87-1408880,Inflation-Indexed,Bond,26/02/2021,26/02/2021,73792.78,73792.78,7
BO-1871,18-4492580,Corporate,Bond,2/09/2019,2/03/2023,72707.91,24638.15,7
BO-1183,03-1993870,Savings,Bond,17/06/2020,,23194.47,,7
BO-1624,79-5453654,Inflation-Indexed,Bond,21/06/2020,19/10/2020,47304.67,103758.62,7
BO-1835,94-0802748,Corporate,Bond,14/11/2018,,70128.89,,7
BO-1625,61-2526484,Security,Bond,5/01/2022,,94869.84,,7
BO-1046,87-1111036,Municipal,Bond,17/04/2022,17/04/2022,94306.55,88146.97,7
BO-1715,23-7471035,Municipal,Bond,7/09/2021,,63453.86,,7
BO-1197,73-8117840,Security,Bond,22/11/2018,,41168.98,,7
BO-1779,30-2162939,Corporate,Bond,4/09/2022,17/10/2022,95201.98,178490.77,7
BO-1341,42-1589545,Savings,Bond,9/04/2020,,62336.16,,7
BO-1200,04-2163421,Security,Bond,8/11/2022,,13035.41,,7
BO-1147,73-2200585,Corporate,Bond,31/03/2020,,97208.29,,7
BO-1677,69-8194807,Savings,Bond,15/01/2019,1/09/2022,11336.35,11336.35,7
BO-1672,13-4574634,Corporate,Bond,29/12/2019,,80913.28,,7
BO-1663,88-7484132,Municipal,Bond,18/08/2021,,90576.78,,7
BO-1736,38-1117060,Government,Bond,27/07/2021,27/07/2021,88600.17,147690.99,7
BO-1694,67-1048293,Government,Bond,5/07/2020,,90281.69,,7
BO-1594,05-1462667,Savings,Bond,20/10/2019,2/04/2021,53638.54,53638.54,7
BO-1487,80-5339464,Security,Bond,3/05/2019,,13422.02,,7
BO-1506,90-6121933,Municipal,Bond,13/08/2022,,87775.19,,7
BO-1207,03-8129200,Security,Bond,24/10/2019,24/10/2019,8340.5,19082.96,7
BO-1671,81-2203721,Inflation-Indexed,Bond,1/11/2019,,57377.3,,7
BO-1967,63-0533422,Corporate,Bond,8/01/2023,,74635.69,,7
BO-1678,44-6671586,Savings,Bond,7/10/2018,31/05/2022,70158.34,109802.88,7
BO-1332,54-5849100,Inflation-Indexed,Bond,22/06/2019,17/08/2019,17525.46,155270.91,7
BO-1556,40-4708425,Government,Bond,29/04/2022,29/04/2022,94602.31,58887.2,7
BO-1433,31-0653614,Inflation-Indexed,Bond,30/11/2022,,28091.85,,7
BO-1127,93-1737294,Inflation-Indexed,Bond,16/11/2022,16/11/2022,45133.02,39377.44,7
BO-1022,23-5879176,Municipal,Bond,11/03/2020,11/03/2020,88092.91,195688.75,7
BO-1748,84-5769740,Corporate,Bond,19/09/2019,,83047.9,,7
BO-1503,60-4259217,Savings,Bond,29/09/2018,18/09/2019,4548.19,4548.19,7
BO-1532,07-6473150,Savings,Bond,23/05/2019,4/01/2022,4505.34,143667.27,7
BO-1713,06-4286207,Government,Bond,14/03/2022,14/03/2022,83803.48,46068.74,7
BO-1630,61-3836241,Municipal,Bond,3/01/2021,3/01/2021,26347.78,148738.63,7
BO-1042,30-4488458,Government,Bond,30/10/2020,11/05/2022,95753.28,40426.33,7
BO-1639,25-3482969,Municipal,Bond,26/12/2018,26/12/2018,79663.81,177361.57,7
BO-1947,72-0129441,Security,Bond,8/02/2021,,93934.57,,7
BO-1690,67-0604126,Government,Bond,5/12/2018,30/12/2020,94750.51,126869.93,7
BO-1549,83-5292274,Security,Bond,9/07/2020,9/07/2020,28513.75,110325.81,7
BO-1884,38-7715439,Corporate,Bond,3/05/2021,,40814.33,,7
BO-1251,39-6721911,Municipal,Bond,8/03/2022,,19141.24,,7
BO-1804,66-0061844,Inflation-Indexed,Bond,19/11/2019,,82971.72,,7
BO-1882,13-1365325,Corporate,Bond,26/08/2022,26/08/2022,81732.4,143659.51,7
BO-1470,47-6236618,Inflation-Indexed,Bond,21/04/2019,,22080.94,,7
BO-1964,75-1725309,Corporate,Bond,7/11/2020,,22271.39,,7
BO-1596,13-5852761,Corporate,Bond,8/03/2019,2/10/2020,43152.25,180470.36,7
BO-1113,76-7679868,Security,Bond,17/06/2022,,22182.48,,7
BO-1795,25-3773325,Corporate,Bond,19/02/2021,,19422.92,,7
BO-1965,19-7182093,Savings,Bond,25/05/2020,,30634.55,,7
BO-1379,50-2994979,Inflation-Indexed,Bond,15/02/2022,,7575.5,,7
BO-1164,99-1374958,Security,Bond,7/11/2022,7/11/2022,39236.72,35616.14,7
BO-1955,23-7471035,Corporate,Bond,7/04/2021,7/04/2021,14361.77,130044.58,7
BO-1548,04-4118554,Inflation-Indexed,Bond,6/06/2019,6/06/2019,8498.73,65560.85,7
BO-1686,27-6914538,Inflation-Indexed,Bond,29/10/2019,,98765.3,,7
BO-1219,85-9590916,Inflation-Indexed,Bond,25/05/2021,,57948.84,,7
BO-1850,54-0135554,Government,Bond,23/02/2021,30/01/2023,81683.87,179859.89,7
BO-1292,46-7212247,Inflation-Indexed,Bond,22/12/2020,9/11/2022,96649.42,73829.89,7
BO-1173,06-6637947,Inflation-Indexed,Bond,8/07/2022,,38970.03,,7
BO-1845,94-7989907,Security,Bond,9/03/2020,,17393.35,,7
BO-1203,36-7235828,Government,Bond,3/04/2019,1/11/2022,34609.84,128014.56,7
BO-1404,10-0136567,Savings,Bond,28/04/2021,,69390.74,,7
BO-1350,33-3887853,Savings,Bond,17/11/2019,,56523.86,,7
BO-1464,53-0118461,Corporate,Bond,25/01/2019,,12781.88,,7
BO-1751,40-2591861,Government,Bond,24/11/2018,,20174.55,,7
BO-1935,72-6117724,Municipal,Bond,3/10/2021,,64874.65,,7
BO-1984,78-9550861,Savings,Bond,22/08/2020,,42012.86,,7
BO-1531,02-5456901,Inflation-Indexed,Bond,11/01/2023,11/01/2023,99479.62,199958.37,7
BO-1873,61-2958305,Municipal,Bond,31/12/2022,31/12/2022,88567.82,50367.55,7
BO-1033,47-6057178,Security,Bond,16/03/2019,2/01/2022,78258.32,138425.91,7
BO-1634,23-2928675,Corporate,Bond,26/04/2021,,89791.02,,7
BO-1413,56-9244478,Corporate,Bond,16/04/2022,16/04/2022,49860.36,177445.03,7
BO-1606,84-3076362,Government,Bond,11/12/2021,,61025.66,,7
BO-1245,24-3469062,Municipal,Bond,20/12/2018,,13467.9,,7
BO-1906,01-6560195,Corporate,Bond,24/10/2019,13/10/2021,33566.07,33566.07,7
BO-1977,99-1374958,Municipal,Bond,31/10/2022,31/10/2022,47583.37,107402.48,7
BO-1235,56-1616710,Savings,Bond,23/10/2020,12/05/2022,60598.39,151516.89,7
BO-1236,23-3584170,Security,Bond,31/03/2022,31/03/2022,3957.43,26738.3,7
BO-1917,84-9377733,Inflation-Indexed,Bond,12/01/2022,12/01/2022,43951.5,134469,7
BO-1624,09-0906982,Inflation-Indexed,Bond,29/05/2019,19/10/2020,74693.9,175435.09,7
BO-1660,87-3782476,Security,Bond,6/08/2022,6/08/2022,87339.48,118460.98,7
BO-1744,72-0327677,Government,Bond,23/11/2021,4/04/2023,18592.11,18592.11,7
BO-1195,67-0604126,Savings,Bond,31/08/2021,,96653.73,,7
BO-1435,66-6399949,Corporate,Bond,8/01/2019,,7160.39,,7
BO-1431,27-9239468,Security,Bond,21/03/2021,21/03/2021,2115.54,191267.54,7
BO-1240,51-4929682,Savings,Bond,20/02/2021,,20333.38,,7
BO-1259,90-7592445,Corporate,Bond,26/09/2019,10/06/2020,42893.9,42893.9,7
BO-1260,30-0505479,Government,Bond,10/12/2019,10/12/2019,39436.23,154012.86,7
BO-1943,59-2467502,Inflation-Indexed,Bond,26/12/2022,,31436.74,,7
BO-1652,91-5187111,Government,Bond,10/05/2022,,49106.5,,7
BO-1411,53-0118461,Savings,Bond,5/11/2018,,62454.74,,7
BO-1812,03-7772266,Savings,Bond,13/11/2021,,76194.94,,7
BO-1154,03-4044399,Corporate,Bond,31/12/2019,,82778.5,,7
BO-1286,78-9941582,Inflation-Indexed,Bond,30/01/2020,31/05/2022,10150.84,10150.84,7
BO-1386,67-0964045,Inflation-Indexed,Bond,7/08/2019,,85549.2,,7
BO-1731,98-8621329,Government,Bond,3/03/2020,25/07/2022,67372.9,152073.37,7
BO-1043,14-7502418,Municipal,Bond,9/12/2020,9/12/2020,53172.8,53172.8,7
BO-1854,02-9504974,Inflation-Indexed,Bond,19/10/2021,,43817.47,,7
BO-1399,05-1628420,Government,Bond,20/06/2019,8/08/2019,66139.91,54061.7,7
BO-1448,88-7484132,Corporate,Bond,14/01/2022,,13509.29,,7
BO-1959,96-6260208,Municipal,Bond,7/07/2020,,98692.3,,7
BO-1489,61-2958305,Security,Bond,18/05/2021,15/11/2021,23108.47,111548.79,7
BO-1840,75-1725309,Inflation-Indexed,Bond,10/04/2019,,60281.52,,7
BO-1171,12-8351332,Savings,Bond,20/10/2022,20/10/2022,91451.6,103912.04,7
BO-1378,20-7449985,Security,Bond,24/08/2019,,5203.33,,7
EQ-1261,97-9370894,Hayes LLC,Equity,21/08/2021,,51143.84,,7
EQ-1376,26-2221259,Hirthe Ritchie and Hessel,Equity,25/03/2020,25/03/2020,66239.11,48897.96,7
EQ-1540,78-9974203,Koepp-Halvorson,Equity,8/03/2019,20/01/2023,73032.23,63144.06,7
EQ-1411,30-1313111,Smith-Howe,Equity,16/10/2021,,51227.98,,7
EQ-1775,20-2048878,Jones-Cummerata,Equity,2/05/2020,,64330.73,,7
EQ-1396,13-4983407,Torp-Grady,Equity,21/10/2018,19/05/2021,41187.5,41187.5,7
EQ-1475,35-4068300,Marvin Strosin and Murphy,Equity,9/01/2021,27/01/2021,70531.74,104131.55,7
EQ-1727,40-4708425,Gutkowski Kautzer and MacGyver,Equity,27/11/2019,,50679.11,,7
EQ-1352,15-5305776,Marvin-O'Reilly,Equity,1/06/2021,1/06/2021,7676.31,172846.22,7
EQ-1725,30-5365850,White Mills and Jenkins,Equity,9/11/2019,9/11/2019,44190.15,151922.4,7
EQ-1185,26-9873195,Gottlieb Cassin and Pfeffer,Equity,28/09/2018,14/02/2020,81637.53,165911.26,7
EQ-1962,54-1629397,Heaney-Effertz,Equity,15/01/2021,,26136.64,,7
EQ-1199,23-9054035,Kovacek Quitzon and Gorczany,Equity,22/10/2021,,82886.84,,7
